시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
흥남해수욕장,문화관광/명소,경상남도,34.96001858,128.707518,055-639-6743,https://tinyurl.com/282upw3c,정보없음,개장기간 : 매년 7-8월,Y,Y,Y,Y,Y
흥림산자연휴양림,문화관광/명소,경상북도,36.70182591,129.112423,054-680-5050,https://tinyurl.com/2s45evj3,공휴일,"09:00-18:00, 오후 3시 체크인, 오전 11시 체크아웃",N,Y,Y,N,Y
흥미진진한팩토리투어센터,전시/공연,충청북도,36.97056729,127.465316,043-530-2405,www.eumseong.go.kr/factory/index.do,공휴일,10:00-17:00,Y,Y,Y,N,N
흥부골자연휴양림,문화관광/명소,전라북도,35.45050294,127.589636,063-636-4032,https://tinyurl.com/mv97naey,연중무휴,00:00-24:00,N,N,N,N,N
흥부마을생거지,문화관광/명소,전라북도,35.52046348,127.587991,,정보없음,정보없음,정보없음,N,N,N,Y,N
흥양읍성터,문화관광/명소,전라남도,34.61271768,127.285775,061-285-9045,정보없음,정보없음,정보없음,N,N,N,Y,N
흥양현읍성,문화관광/명소,전라남도,34.61331332,127.285251,061-285-9045,정보없음,정보없음,정보없음,N,N,N,N,N
흥천사다목적문화센터,전시/공연,서울특별시,37.59796095,127.008119,02-929-6611,www.heungcheonsa.net/,정보없음,정보없음,N,N,Y,Y,N
흥터유원지,문화관광/명소,강원도,37.48651931,128.71837,1544-9053,정보없음,연중무휴,상시개방,N,N,N,Y,N
흥해풋살,레저/체육/공원,경상북도,36.10798036,129.342428,054-262-7811,정보없음,정보없음,정보없음,Y,N,N,N,N
흥환간이해수욕장,문화관광/명소,경상북도,36.02375482,129.500663,054-270-6863,https://tinyurl.com/2p8hyrpe,정보없음,개장기간 : 매년 7-8월,N,N,N,Y,N
희당,전시/공연,경기도,37.53510979,127.229606,031-699-7613,정보없음,매주 월요일,화-일 11:00-20:00,N,Y,N,N,N
희방전통문화원,전시/공연,강원도,38.16720964,127.527629,0507-1445-9788,www.mansin.co.kr,정보없음,매일 09:00-18:00,N,N,N,N,N
희성전자야구장,레저/체육/공원,대구광역시,35.84547886,128.479812,053-635-8681,league.yaguda.com/dhlb/stadium_list,정보없음,정보없음,Y,N,N,Y,N
희움일본군위안부역사관,전시/공연,대구광역시,35.8713493,128.59022,053-254-1431,www.heeummuseum.com/,"매주 일요일, 월요일, 공휴일","매주 화요일-토요일, 10:00-18:00 (마지막 입장 17:30)",N,Y,N,Y,Y
희제미술관,전시/공연,경기도,37.08882405,127.335977,,정보없음,정보없음,정보없음,N,N,N,N,N
흰물결아트센터화이트홀,전시/공연,서울특별시,37.49343312,127.007282,02-535-7034,www.whitehall.kr/,정보없음,매일 09:00-22:00,Y,Y,Y,Y,Y
흰작살해수욕장,문화관광/명소,경상남도,34.64509035,128.265431,055-650-3583,정보없음,정보없음,정보없음,N,N,N,Y,N
히든밸리GC,레저/체육/공원,충청북도,36.90227384,127.312385,043-539-7900,www.hiddenvalley.co.kr/Member/JoinStep1.aspx,상시변동,예약제,Y,N,Y,N,Y
히딩크드림필드,레저/체육/공원,울산광역시,35.5114795,129.421876,052-209-3316,정보없음,공휴일,"동절기, 매일 06:00-22:00, 하절기, 매일 07:00-22:00",Y,N,Y,Y,N
히딩크드림필드광주구장,레저/체육/공원,광주광역시,35.16900489,126.83573,,정보없음,정보없음,정보없음,N,N,N,Y,N
히어로스튜디오통통,전시/공연,경상남도,34.81717765,128.422608,055-643-0007,www.herostudio.co.kr/,매주 월요일,09:30-18:00,Y,N,Y,N,N
힐드로사이CC,레저/체육/공원,강원도,37.59607102,127.717712,033-439-3300,www.skyvalley.co.kr/hilldeloci/swp/intro,상시변동,예약제,Y,Y,Y,N,N
힐리언스선마을,문화관광/명소,강원도,37.65154223,127.630341,02-1588-9983,www.healience.co.kr/,정보없음,"선마을 운영시간00:00-24:00, 상담센터 운영시간 09:00-18:00",N,N,Y,N,N
힐링가든원예치유센터,문화관광/명소,경상북도,35.95388027,129.44983,,정보없음,정보없음,정보없음,N,N,N,N,N
힐링다육식물원,문화관광/명소,강원도,37.23465075,128.07245,033-733-3663,정보없음,정보없음,정보없음,N,N,N,N,N
힐링스파골프,레저/체육/공원,경상남도,35.4031581,129.172368,055-365-0753,healinggolf.modoo.at/,연중무휴,매일 09:00-23:00,N,N,N,N,N
힐링캠프유일눈썰매장,레저/체육/공원,경기도,37.77241917,126.885346,0507-1439-2007,정보없음,정보없음,수요일-일요일 10:00-17:00,N,N,N,N,N
힐스테이트상도센트럴파크아파트풋살장,레저/체육/공원,서울특별시,37.49678998,126.951667,02-826-8901,정보없음,정보없음,정보없음,N,N,N,N,N
힐크레스트눈썰매장,레저/체육/공원,대구광역시,35.79301962,128.625579,053-761-7400,www.daeguforest.com/,연중무휴,오전 10시-오후 6시,Y,N,N,Y,N
AB갤러리,전시/공연,서울특별시,37.49666677,126.998005,02-595-1218,www.abgallery.kr/,"매주 일요일, 월요일, 공휴일","평일 11:30-19:00 화요일-목요일,주말 14:00-20:00 금요일-토요일",Y,N,N,Y,N
ABOOKMUSEUM,전시/공연,서울특별시,37.58555015,126.970475,0507-1308-6026,정보없음,정보없음,10:00-18:00,N,N,N,Y,N
ADAC스튜디오공간,전시/공연,광주광역시,35.1426119,126.914907,062-654-3626,www.gjmusic.kr/,정보없음,정보없음,N,N,Y,Y,N
ADM갤러리,전시/공연,서울특별시,37.49320866,127.035638,02-554-0594,www.admgallery.co.kr/,매주 일요일,월-토 11:00-19:00,Y,Y,Y,Y,Y
AKOE공방,전시/공연,제주특별자치도,33.49427141,126.547924,064-727-5878,정보없음,매주 일요일,11:30-19:00,N,N,N,N,N
ALLOFROCK,전시/공연,서울특별시,37.55485624,126.930407,,allofrock.co.kr/index.html,정보없음,PM 1:00-PM 11:00 (mon-sun),N,N,N,N,N
AN아트홀,전시/공연,서울특별시,37.58248888,127.003554,070-8817-5490,정보없음,정보없음,정보없음,N,N,N,Y,N
ANG아트앤갤러리,전시/공연,대구광역시,35.876059,128.593697,1544-1086,정보없음,매주 일요일,10:00-19:00,Y,N,Y,N,Y
ANS현장체험아카데미,문화관광/명소,대전광역시,36.45801669,127.475103,0507-1408-6575,정보없음,상시변동,매일 10:00-18:00,N,N,Y,N,N
APMCUEX홀,전시/공연,서울특별시,37.5674871,127.008079,02-2217-6363,정보없음,연중무휴,11:30-24:00,Y,Y,N,Y,N
APSHOP,전시/공연,서울특별시,37.57451501,126.936529,070-8808-3330,www.artistproof.org/,"매주 토요일, 일요일, 공휴일",13:00-18:00,N,N,N,N,N
AR동물원,문화관광/명소,경기도,37.82438486,127.097508,031-8082-7310,정보없음,연중무휴,상시개방,Y,Y,Y,Y,N
ARTHALL마당,전시/공연,울산광역시,35.57552341,129.322451,070-4123-4666,www.usmadang.co.kr/,연중무휴,매일00:00-24:00,Y,Y,N,Y,Y
ARTSPACEFREEDOM,전시/공연,경기도,37.71500513,126.851435,,정보없음,정보없음,정보없음,N,N,N,N,N
ASAOPENSPACE,전시/공연,광주광역시,35.16017069,126.847956,062-381-4374,asajazz.modoo.at/,정보없음,정보없음,N,N,N,Y,N
AT센터,전시/공연,서울특별시,37.46827871,127.039136,02-6300-1114,atcenter.at.or.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
B.S 휘트니스 사우나,레저/체육/공원,울산광역시,35.55221778,129.357891,052-289-4774,정보없음,정보없음,정보없음,N,N,N,N,N
BAUZIUM조각미술관,전시/공연,강원도,38.21234555,128.51515,033-632-6632,www.bauzium.co.kr,매주 월요일,10:00-18:00,N,N,Y,Y,N
BBU스튜디오,전시/공연,경기도,37.78756754,126.702924,,정보없음,정보없음,정보없음,N,N,N,N,N
BC리그야구장,레저/체육/공원,경기도,37.6133543,126.822972,,정보없음,정보없음,정보없음,N,N,N,N,N
BEIN,전시/공연,제주특별자치도,33.50548585,126.53474,064-735-0638,www.be-in.kr/,공연별 상이,10:00-22:00,Y,Y,Y,N,N
BEXCO,전시/공연,부산광역시,35.16906372,129.136018,051-740-7300,www.bexco.co.kr/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00",Y,Y,Y,Y,Y
BEXCO오디토리움,전시/공연,부산광역시,35.16906372,129.136018,051-740-7300,www.bexco.co.kr/audi/Main.do,정보없음,정보없음,Y,Y,Y,Y,Y
BEXCO제2전시장,전시/공연,부산광역시,35.16578256,129.135027,051-740-4114,www.bexco.co.kr/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00",Y,Y,Y,Y,Y
BIFF,문화관광/명소,부산광역시,35.09800896,129.032004,051-600-4060,정보없음,연중무휴,정보없음,Y,Y,N,Y,N
BM아트센터,전시/공연,서울특별시,37.54723685,126.910586,,정보없음,정보없음,정보없음,N,N,N,N,N
BMW드라이빙센터,레저/체육/공원,인천광역시,37.4623831,126.48545,080-269-3300,www.bmw-driving-center.co.kr/kr/index.do,"매주 월요일, 공휴일","09:00-18:00,6월-9월 금,토요일은 19시",Y,Y,Y,Y,N
BnBK파3골프클럽,레저/체육/공원,부산광역시,35.25853304,129.096443,051-580-0380,www.bnbkpar3.co.kr/,연중무휴,정보없음,N,N,Y,N,N
BPA야구장,레저/체육/공원,경상남도,35.09611235,128.78246,,www.bpabaseball.kr/,정보없음,정보없음,N,N,Y,Y,N
BRAZILHALL,전시/공연,서울특별시,37.58167877,126.980466,02-720-4428,정보없음,"매주 월요일, 화요일",수-일 11:00-18:00,Y,N,N,Y,N
BRT작은미술관,전시/공연,세종특별자치시,36.48081974,127.261498,070-8802-0537,정보없음,매주 월요일,10:00-18:00,Y,N,N,Y,N
CAMPUSD고촌홀,전시/공연,부산광역시,35.2230558,129.114342,051-520-9015,www.drb-campusd.com/,"매주 일요일, 공휴일",월-토 09:00-22:00,N,Y,N,Y,N
CBS문화센터,전시/공연,서울특별시,37.47537301,127.03598,,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
CF사회인야구장,레저/체육/공원,경기도,37.89005112,126.851019,,정보없음,정보없음,정보없음,N,N,N,N,N
CGN아쿠아리움,문화관광/명소,부산광역시,35.20912022,128.975788,,정보없음,정보없음,주말 12:00-18:00화요일 14:00-22:00 전화연락후 방문가능,N,N,N,N,N
CGV영등포,전시/공연,서울특별시,37.51723326,126.903716,02-2068-7886,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
CH캐롤리나휘트니스,레저/체육/공원,경기도,37.36528619,127.106308,0507-1370-8032,정보없음,정보없음,"평일 06:00-23:00,주말 10:00-20:00",N,N,Y,N,N
CICA미술관,전시/공연,경기도,37.60819722,126.597774,031-988-6363,cicamuseum.com/,"매주 월요일, 화요일, 공휴일",10:30-17:30,N,N,N,Y,N
CJ라이브시티(2024년1월예정),문화관광/명소,경기도,37.6603072,126.747591,,정보없음,정보없음,정보없음,N,N,N,N,N
CJ라이브시티아레나공연장(2024년예정),전시/공연,경기도,37.6603072,126.747591,,정보없음,정보없음,정보없음,N,N,N,N,N
CJ아지트,전시/공연,서울특별시,37.54424659,126.930342,02-3272-2616,www.cjazit.org/,정보없음,정보없음,Y,N,N,Y,N
CJ아지트,전시/공연,서울특별시,37.58100205,127.003965,02-6740-1419,www.cjazit.org/,정보없음,정보없음,Y,N,N,N,N
CJB청주방송미디어센터에덴아트홀,전시/공연,충청북도,36.62046432,127.467291,043-279-3752,www.cjbmediacenter.co.kr/,정보없음,정보없음,Y,Y,Y,N,N
CK아트홀,전시/공연,울산광역시,35.53740212,129.326107,1533-2704,www.ckarthall.com/main.do,정보없음,정보없음,Y,N,Y,N,Y
CKL스테이지,전시/공연,서울특별시,37.56852858,126.981627,02-6441-3951,venture.ckl.or.kr/main.do,연중무휴,09:00-22:00-,Y,Y,Y,Y,Y
CMB골프,레저/체육/공원,서울특별시,37.46450018,126.919614,0507-1498-8824,정보없음,매주 일요일,"주중 06:00-22:00,주말 10:00-19:00",N,N,Y,N,N
COBOC앤REBOOT,전시/공연,광주광역시,35.15002907,126.945105,062-223-5947,coboccoffee.com/,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,N,Y,N
coramdeo유소년축구클럽,레저/체육/공원,경기도,37.65363525,127.364562,031-592-5090,cafe.naver.com/coramdeofc2012,정보없음,정보없음,N,N,N,N,N
CRCOLLECTIVE,전시/공연,서울특별시,37.5624839,126.920283,02-333-0022,cr-collective.co.kr/,"매주 일요일, 월요일, 공휴일",12:00-18:00,N,N,N,N,N
D.P.G골프아카데미,레저/체육/공원,제주특별자치도,33.28072965,126.278244,0507-1418-1480,정보없음,정보없음,"주중 09:00-22:00,주말 10:00-15:00",N,N,N,N,N
DB메탈동해공장잔디구장,레저/체육/공원,강원도,37.50409649,129.124538,,정보없음,정보없음,정보없음,N,N,N,N,N
DCC대전컨벤션센터,전시/공연,대전광역시,36.37498373,127.391692,042-250-1100,www.dcckorea.or.kr/,상시변동,09:00-18:00,Y,Y,Y,Y,Y
DGB금융체험파크,전시/공연,대구광역시,35.87107487,128.624969,053-355-1419,정보없음,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,N
DGB대구은행파크,레저/체육/공원,대구광역시,35.88301935,128.586154,053-222-3600,www.daegufc.co.kr,정보없음,정보없음,Y,N,N,N,N
DGBD,전시/공연,서울특별시,37.55073973,126.920239,02-322-3792,정보없음,정보없음,정보없음,N,N,N,N,N
DJ GDR플러스 골프아카데미,레저/체육/공원,서울특별시,37.53849607,127.127485,0507-1354-1858,정보없음,매달 2째주 토요일,07:00-23:00,Y,Y,Y,N,N
DM스크린,레저/체육/공원,울산광역시,35.57131107,129.336651,052-291-2112,정보없음,정보없음,매일 09:30-24:00,Y,N,N,N,N
DMZ 천년꽃차,전시/공연,경기도,37.80039872,126.683586,031-959-2353,dmzflowertea.modoo.at/,"매주 월요일, 화요일",10:30-18:00,Y,N,N,Y,N
DMZ두루미평화타운국제두루미센터,전시/공연,강원도,38.26685937,127.281595,033-452-9989,정보없음,매주 화요일,09:00-18:00,Y,Y,Y,Y,Y
DMZ박물관,전시/공연,강원도,38.57627905,128.382573,033-681-0625,www.dmzmuseum.com,매주 월요일,"매일 09:00-17:00 동절기11월1일-2월28일, 매일 09:00-18:00 하절기 3월1일-10월31일",Y,Y,Y,Y,Y
DMZ야생동물생태관,전시/공연,강원도,38.18997078,128.074035,033-480-7393,www.yg-eco.kr/park/park_guidance,매주 월요일,"연중 09:00-18:00(설날, 추석 당일은 13:00부터 관람)",Y,Y,Y,Y,Y
DMZ자생식물원,문화관광/명소,강원도,38.25339298,128.11265,033-480-3034,정보없음,매주 월요일,"09:00-17:00 (계절에 따라 다름, 국립수목원 홈페이지 참조)",Y,Y,Y,N,Y
E스포츠명예의전당,전시/공연,서울특별시,37.57572697,126.889973,070-4225-0975,esportshistory.kr,매주 월요일,11:00-18:00,Y,Y,Y,Y,Y
EP베이스볼파크,레저/체육/공원,경기도,37.68737022,126.929481,,www.gameone.kr/league/intro/ground?lig_idx=10185,연중무휴,매일 00:00-24:00,Y,N,N,Y,N
ETRI정보통신전시관,전시/공연,대전광역시,36.38265939,127.365229,042-860-3913,www.etri.re.kr/korcon/sub3/sub3_1205.etri,매주 일요일,"평일 09:30, 10:30, 13:30, 15:00, 16:30",Y,Y,Y,N,N
EV6언플러그드그라운드,전시/공연,경기도,37.37601199,127.009584,,정보없음,정보없음,정보없음,N,N,N,N,N
EV6언플러그드그라운드,전시/공연,서울특별시,37.54697631,127.049549,02-2039-8244,ev6unpluggedground.kia.com,"매월 마지막째 주 월요일, 신정, 구정, 추석 당일 및 익일",매일 11:00-21:00,Y,N,N,Y,N
EXCO,전시/공연,대구광역시,35.90706959,128.613074,053-601-5000,www.exco.co.kr/,연중무휴,07:30-22:00,Y,Y,Y,N,Y
FX골프트레이닝,레저/체육/공원,경기도,37.36816343,127.106312,031-714-6534,정보없음,정보없음,주중 10:00-21:00,N,N,Y,N,N
G-FAIRKOREA,전시/공연,경기도,37.29222271,127.042984,031-259-6531,www.gfair.or.kr/,정보없음,정보없음,N,N,N,N,N
G&J갤러리,전시/공연,서울특별시,37.57387983,126.984601,02-725-0040,정보없음,공휴일,정보없음,N,N,N,Y,N
G밸리기업시민청,전시/공연,서울특별시,37.47761902,126.889055,02-2136-4707,정보없음,"매주 토요일, 일요일, 공휴일",평일 09:00-18:00,Y,Y,Y,Y,Y
GB프렌즈골프,레저/체육/공원,인천광역시,37.44486923,126.683007,032-433-0753,정보없음,정보없음,정보없음,N,N,Y,N,N
GDR 골프인 ,레저/체육/공원,서울특별시,37.56433704,126.99082,0507-1354-7607,정보없음,정보없음,"평일 06:00-24:00,주말 10:00-19:00",Y,Y,Y,N,N
GDR골프아카데미,레저/체육/공원,경상남도,35.17201639,128.824821,055-335-9992,gdr.golfzon.com/,매달 3번째 일요일,"월-금 06:00-23:00,토-일 10:00-19:00",N,N,Y,N,N
GDR골프아카데미,레저/체육/공원,경상남도,35.17122211,128.822598,055-321-3330,정보없음,매달 3번째 일요일,"월-금 06:00-23:00,토-일 10:00-19:00",N,N,N,N,N
GDR골프아카데미 ,레저/체육/공원,경기도,37.72774326,126.761275,031-937-8261,정보없음,"매달 2, 4번째 일요일","평일 06:30-23:00,주말 10:00-19:00",Y,N,Y,Y,Y
GDR골프존아카데미 나주혁신점,레저/체육/공원,전라남도,35.02388725,126.793046,0507-1401-6060,정보없음,매월 마지막 주 일요일,"월-금 06:00-23:00,토-일 09:00-21:00",N,N,N,N,N
GDR아카데미,레저/체육/공원,경기도,37.3681856,126.730671,031-496-9996,정보없음,매월 3번째 일요일,"금 06:00-23:00, 주말 10:00-19:00",Y,Y,Y,Y,Y
GDR아카데미,레저/체육/공원,대구광역시,35.87588495,128.596129,,정보없음,백화점 휴점일,"월-목 10:30-20:00,금, 주말 10:30-20:30",N,N,N,N,N
GDR아카데미 더블지에프,레저/체육/공원,서울특별시,37.51448311,127.033499,0507-1330-2557,www.doublegf.com/,연중무휴,07:00-23:00,N,N,Y,N,N
GDR아카데미삼례->삼례골프존파크 GDR아카데미,레저/체육/공원,전라북도,35.9155158,127.073037,0507-1394-0809,정보없음,연중무휴,매일09:00-새벽 02:00,N,N,N,N,N
GDR아카데미JK,레저/체육/공원,경상남도,35.18705946,128.791947,055-724-9669,정보없음,매달 3번째 일요일,"주중 06:00-23:00,주말 10:00-23:00",Y,N,Y,N,N
GMAP,전시/공연,광주광역시,35.14842696,126.909333,070-4195-2104,https://tinyurl.com/yednnum4,"매주 월요일, 공휴일","평일,주말,공휴일 10-18",N,N,N,N,N
